StockCode,Year,ROE,Leverage,Growth,ROA
000159,2016,0.01618,0.335875,-0.402984,0.00809
000159,2017,-0.031039,0.349666,-2.983297,-0.0155195
000159,2018,0.02831,1.04801,1.700585,0.014155
000159,2019,0.013993,0.288797,-0.477041,0.0069965
000159,2020,0.040252,0.156569,2.261558,0.020126
000159,2021,0.012482,0.087861,-0.702478,0.006241
000159,2022,0.125494,0.359472,11.433253,0.062747
000159,2023,0.032538,0.292485,-0.743183,0.016269
000333,2015,0.286599,0.164741,0.169867,0.1432995
000333,2016,0.266193,0.192816,0.164207,0.1330965
000333,2017,0.256312,0.405353,0.173326,0.128156
000333,2018,0.25803,0.214145,0.163301,0.129015
000333,2019,0.26211,0.491391,0.167513,0.131055
000333,2020,0.248401,0.441001,0.088198,0.1242005
000333,2021,0.235771,0.348908,0.054854,0.1178855
000333,2022,0.220711,0.283775,0.027394,0.1103555
000333,2023,0.220526,0.332202,0.132006,0.110263
000338,2015,0.043322,0.617042,-0.621791,0.021661
000338,2016,0.076927,0.459864,0.636063,0.0384635
000338,2017,0.203301,0.436094,1.552202,0.1016505
000338,2018,0.232251,0.477619,0.266645,0.1161255
000338,2019,0.215406,0.46108,0.024194,0.107703
000338,2020,0.190967,0.502909,-0.053092,0.0954835
000338,2021,0.151577,0.705746,0.02354,0.0757885
000338,2022,0.068082,0.690695,-0.533595,0.034041
000338,2023,0.1182,0.71319,0.972941,0.0591
000400,2015,0.120511,0.187987,-0.374946,0.0602555
000400,2016,0.130192,0.298708,0.167057,0.065096
000400,2017,0.083884,0.187372,-0.275067,0.041942
000400,2018,0.026047,0.157292,-0.598542,0.0130235
000400,2019,0.05367,0.213157,0.806514,0.026835
000400,2020,0.085235,0.256565,0.490164,0.0426175
000400,2021,0.08009,0.428239,0.067901,0.040045
000400,2022,0.077864,0.468623,0.131058,0.038932
000400,2023,0.096739,0.508869,0.191496,0.0483695
000401,2015,-0.15697,0.097033,-6.749531,-0.078485
000401,2016,0.005276,0.154072,0.989,0.002638
000401,2017,0.011003,0.163863,6.543977,0.0055015
000401,2018,0.120306,0.293432,1.724164,0.060153
000401,2019,0.180456,0.266815,0.514702,0.090228
000401,2020,0.172403,0.428409,0.056895,0.0862015
000401,2021,0.113499,0.553835,-0.193271,0.0567495
000401,2022,0.043442,0.471037,-0.663573,0.021721
000401,2023,-0.050437,0.400208,-2.242781,-0.0252185
000403,2015,0.168004,0.077363,-0.374931,0.084002
000403,2016,0.102191,0.319469,-0.336915,0.0510955
000403,2017,0.068024,0.208292,-0.218616,0.034012
000403,2018,0.132237,0.231759,3.91581,0.0661185
000403,2019,0.223162,0.25211,1.106192,0.111581
000403,2020,0.210661,0.160483,0.157415,0.1053305
000403,2021,0.107273,1.743578,1.143269,0.0536365
000403,2022,0.089005,1.483602,0.500971,0.0445025
000403,2023,0.085633,2.008998,0.040467,0.0428165
000404,2015,0.101445,0.240838,0.145207,0.0507225
000404,2016,0.107692,0.424698,0.193446,0.053846
000404,2017,0.034719,0.306134,-0.464082,0.0173595
000404,2018,0.022734,0.488539,-0.227784,0.011367
000404,2019,0.009552,0.519424,-0.38936,0.004776
000404,2020,0.035535,0.423841,0.816723,0.0177675
000404,2021,0.054929,0.64964,0.594354,0.0274645
000404,2022,0.07477,0.581119,0.44116,0.037385
000404,2023,0.097647,0.558,0.272638,0.0488235
000407,2015,0.016142,0.413735,-0.21745,0.008071
000407,2016,-0.149567,0.410378,-8.842261,-0.0747835
000407,2017,0.029032,0.299249,1.377326,0.014516
000407,2018,0.046121,0.334378,0.482359,0.0230605
000407,2019,0.056856,0.245742,0.121302,0.028428
000407,2020,0.058329,0.279553,0.057279,0.0291645
000407,2021,0.043397,0.253636,-0.494866,0.0216985
000407,2022,0.056814,0.273478,0.671968,0.028407
000407,2023,0.054672,0.254997,0.16779,0.027336
000408,2015,-0.562211,0.003116,-0.093112,-0.2811055
000408,2016,0.302215,1.600326,-0.082352,0.1511075
000408,2017,0.194411,0.722386,0.323855,0.0972055
000408,2018,0.121713,0.032914,-0.301391,0.0608565
000408,2019,0.047091,0.048372,-0.577124,0.0235455
000408,2020,0.02893,0.62869,-0.257484,0.014465
000408,2021,0.164337,0.742555,5.235989,0.0821685
000408,2022,0.524145,2.05756,2.961826,0.2620725
000408,2023,0.271619,1.76686,-0.396574,0.1358095
000409,2015,0.090065,0.093745,5.184107,0.0450325
000409,2016,-0.187393,0.087098,-2.554816,-0.0936965
000409,2017,-0.272881,0.107425,-0.414172,-0.1364405
000409,2018,0.0365,0.089872,1.469512,0.01825
000409,2019,-0.599688,0.274029,-7.846048,-0.299844
000409,2020,0.143634,0.472043,1.115276,0.071817
000409,2021,0.035065,0.241251,-0.648996,0.0175325
000409,2022,0.026517,0.999686,0.752503,0.0132585
000409,2023,0.043503,0.993515,0.855918,0.0217515
000410,2015,-0.267804,0.17828,-29.975058,-0.133902
000410,2016,-1.032568,0.140654,-1.246445,-0.516284
000410,2017,0.154597,0.308919,1.075379,0.0772985
000410,2018,-1.691298,0.194929,-8.974779,-0.845649
000410,2019,-5.083259,0.522165,-2.60678,-2.5416295
000410,2020,-0.981719,0.183982,0.764429,-0.4908595
000410,2022,0.100328,0.33844,1.011481,0.050164
000410,2023,0.033819,0.246384,1.702225,0.0169095
000411,2015,0.107236,0.141725,0.199014,0.053618
000411,2016,0.121239,0.152853,0.246756,0.0606195
000411,2017,0.104226,0.230163,-0.002229,0.052113
000411,2018,0.105826,0.240769,0.169305,0.052913
000411,2019,0.123472,0.209348,0.508376,0.061736
000411,2020,0.098672,0.244413,0.015218,0.049336
000411,2021,0.094384,0.246222,0.155544,0.047192
000411,2022,0.106659,0.100341,0.167608,0.0533295
000411,2023,0.154243,0.192641,0.27163,0.0771215
000415,2015,0.07036,0.857024,0.517198,0.03518
000415,2016,0.077921,0.400318,0.588833,0.0389605
000415,2017,0.083789,0.400695,0.110839,0.0418945
000415,2018,0.067661,0.205398,-0.15584,0.0338305
000415,2019,0.050304,0.298482,0.247223,0.025152
000415,2020,-0.237336,0.505676,-3.586717,-0.118668
000415,2021,-0.046703,0.217748,0.868658,-0.0233515
000415,2022,-0.074508,0.191465,-1.099683,-0.037254
000415,2023,0.044698,0.145968,1.767438,0.022349
000416,2015,0.024459,0.274356,-0.768284,0.0122295
000416,2016,0.019046,6.568038,-0.196414,0.009523
000416,2017,0.031048,2.004657,0.597614,0.015524
000416,2018,0.022868,3.655535,-0.238327,0.011434
000416,2019,0.032353,2.303777,0.368114,0.0161765
000416,2020,0.03927,0.981929,0.212505,0.019635
000416,2021,0.015146,9.828268,-0.583899,0.007573
000416,2022,-0.032616,9.98194,-2.871379,-0.016308
000416,2023,-0.163877,1.803902,-3.399438,-0.0819385
000417,2015,0.079124,0.653087,-0.254669,0.039562
000417,2016,0.081596,0.673456,0.09036,0.040798
000417,2017,0.058935,0.653962,-0.182486,0.0294675
000417,2018,0.06041,0.553827,0.060363,0.030205
000417,2019,0.041264,0.447066,-0.212441,0.020632
000417,2020,0.034228,0.539334,-0.234112,0.017114
000417,2021,0.044018,0.525895,0.304344,0.022009
000417,2022,0.039567,0.551371,-0.077054,0.0197835
000417,2023,0.059388,0.407324,0.452821,0.029694
000419,2015,0.055266,0.5818,-0.196449,0.027633
000419,2016,0.053955,0.593948,0.050872,0.0269775
000419,2017,0.064692,0.568402,0.267043,0.032346
000419,2018,0.059256,0.672567,0.141054,0.029628
000419,2019,0.061436,0.57472,0.188429,0.030718
000419,2020,0.059542,0.780649,0.033177,0.029771
000419,2021,0.04472,0.906528,-0.222358,0.02236
000419,2022,0.048021,0.845842,0.029837,0.0240105
000419,2023,0.041603,0.921335,-0.082548,0.0208015
000420,2015,0.014676,0.113434,1.386337,0.007338
000420,2016,0.017698,0.481744,8.241511,0.008849
000420,2017,0.031193,0.117868,2.690811,0.0155965
000420,2018,0.046411,0.14417,0.648069,0.0232055
000420,2019,0.030665,0.20514,-0.290041,0.0153325
000420,2020,-0.076339,0.177772,-3.320441,-0.0381695
000420,2021,-0.042616,0.142498,0.427002,-0.021308
000420,2022,-0.025077,0.176436,0.349242,-0.0125385
000420,2023,0.007405,0.141296,1.372172,0.0037025
000421,2015,0.133226,0.269225,0.084597,0.066613
000421,2016,0.082238,0.197277,-0.198185,0.041119
000421,2017,0.060984,0.363415,-0.137538,0.030492
000421,2018,0.056942,0.233716,-0.033112,0.028471
000421,2019,0.03926,0.106265,-0.243216,0.01963
000421,2020,0.083404,0.27649,2.245658,0.041702
000421,2021,0.034863,0.246399,-0.716649,0.0174315
000421,2022,0.021129,0.178096,-0.481455,0.0105645
000421,2023,-0.032307,0.182681,-2.190822,-0.0161535
000422,2015,0.005517,0.219003,-0.312519,0.0027585
000422,2016,-0.199608,0.243716,-26.920202,-0.099804
000422,2017,-1.580127,0.153523,-2.656541,-0.7900635
000422,2018,0.313493,0.159604,1.060995,0.1567465
000422,2019,0.262466,0.188475,-0.661882,0.131233
000422,2020,0.469563,0.272045,1.016658,0.2347815
000422,2021,1.147809,0.324618,8.71263,0.5739045
000422,2022,0.611055,0.45411,0.312726,0.3055275
000422,2023,0.080553,0.317021,-0.704878,0.0402765
000423,2015,0.251236,1.139897,0.193501,0.125618
000423,2016,0.241004,0.949103,0.132693,0.120502
000423,2017,0.224611,0.706671,0.101801,0.1123055
000423,2018,0.197184,0.866184,0.020847,0.098592
000423,2019,-0.041727,1.221108,-1.213449,-0.0208635
000423,2020,0.004393,1.394153,1.089785,0.0021965
000423,2021,0.044705,3.987802,9.71333,0.0223525
000423,2022,0.076838,3.442051,0.775346,0.038419
000423,2023,0.109356,3.463893,0.478201,0.054678
000425,2015,0.002486,0.259656,-1.154038,0.001243
000425,2016,0.010163,0.252774,5.121083,0.0050815
000425,2017,0.045895,0.332004,3.749803,0.0229475
000425,2018,0.075556,0.41824,0.998179,0.037778
000425,2019,0.114355,0.42753,0.773344,0.0571775
000425,2020,0.111507,0.334852,0.027516,0.0557535
000425,2021,0.160106,0.368163,0.507661,0.080053
000425,2022,0.096036,0.357124,-0.480288,0.048018
000425,2023,0.097377,0.271058,0.217222,0.0486885
000426,2015,-0.009116,0.108068,-1.157334,-0.004558
000426,2016,0.023659,0.597936,4.085961,0.0118295
000426,2017,0.110253,0.28993,5.205643,0.0551265
000426,2018,-0.032485,0.035918,-1.308261,-0.0162425
000426,2019,0.019488,0.077498,1.598931,0.009744
000426,2020,-0.034955,0.060873,-2.799062,-0.0174775
000426,2021,0.046877,0.057863,2.340489,0.0234385
000426,2022,0.031863,0.088302,-0.294502,0.0159315
000426,2023,0.161195,0.114964,4.482515,0.0805975
000428,2015,0.005423,0.175588,0.635367,0.0027115
000428,2016,-0.094745,0.107088,-11.511495,-0.0473725
000428,2017,0.036865,0.174694,0.838523,0.0184325
000428,2018,-0.172336,0.113987,-8.877435,-0.086168
000428,2019,0.01964,0.045888,1.002941,0.00982
000428,2020,-0.220022,0.025701,-291.155107,-0.110011
000428,2021,0.040145,0.054605,1.011894,0.0200725
000428,2022,-0.158518,0.055634,-54.320499,-0.079259
000428,2023,-0.071937,0.056363,0.5541,-0.0359685
000429,2015,0.091807,0.570681,0.503221,0.0459035
000429,2016,0.148345,1.684247,0.354156,0.0741725
000429,2017,0.174436,1.145784,0.45879,0.087218
000429,2018,0.180231,0.702816,0.112919,0.0901155
000429,2019,0.129688,1.541891,-0.238399,0.064844
000429,2020,0.097749,1.096986,-0.365828,0.0488745
000429,2021,0.201046,2.541315,0.778666,0.100523
000429,2022,0.141438,2.799241,-0.260508,0.070719
000429,2023,0.172676,3.070018,0.261157,0.086338
000430,2015,0.207956,0.594773,0.904276,0.103978
000430,2016,0.095814,0.101999,-0.471372,0.047907
000430,2017,0.060607,0.309116,0.092366,0.0303035
000430,2018,0.016858,0.39659,-0.621565,0.008429
000430,2019,0.006949,0.440963,-0.545392,0.0034745
000430,2020,-0.059209,0.131481,-9.117022,-0.0296045
000430,2021,-0.093894,0.027441,-0.466142,-0.046947
000430,2022,-0.21008,0.057391,-0.92373,-0.10504
000430,2023,-0.242127,0.150853,0.078683,-0.1210635
000488,2015,0.066337,0.184733,1.157318,0.0331685
000488,2016,0.105601,0.216447,1.068249,0.0528005
000488,2017,0.150781,0.252294,0.858475,0.0753905
000488,2018,0.09502,0.314139,-0.3177,0.04751
000488,2019,0.065974,0.366356,-0.316383,0.032987
000488,2020,0.069247,0.347911,0.087216,0.0346235
000488,2021,0.095258,0.281601,0.096249,0.047629
000488,2022,0.009917,0.271204,-0.848129,0.0049585
000488,2023,-0.071627,0.244509,-5.180209,-0.0358135
000498,2015,0.13253,0.102309,0.211006,0.066265
000498,2016,0.132147,0.23142,0.141035,0.0660735
000498,2017,0.154,0.177572,0.340873,0.077
000498,2018,0.147224,0.239658,0.171719,0.073612
000498,2019,0.117915,0.186249,0.196407,0.0589575
000498,2020,0.189112,0.210581,0.841435,0.094556
000498,2021,0.19259,0.131717,0.864467,0.096295
000498,2022,0.171347,0.098476,0.1534,0.0856735
000498,2023,0.115393,0.092101,-0.107926,0.0576965
000501,2015,0.208006,0.176184,0.24877,0.104003
000501,2016,0.194758,0.22767,0.240126,0.097379
000501,2017,0.187633,0.218376,0.250021,0.0938165
000501,2018,0.136118,0.251737,-0.154183,0.068059
000501,2019,0.137959,0.158752,0.16673,0.0689795
000501,2020,0.056363,0.187337,-0.553122,0.0281815
000501,2021,0.073076,0.186425,0.374472,0.036538
000501,2022,0.028358,0.169094,-0.595035,0.014179
000501,2023,0.019138,0.223453,-0.30724,0.009569
000502,2015,-0.12332,0.593214,-7.432626,-0.06166
000502,2016,0.163649,0.934996,2.74198,0.0818245
000502,2017,-0.487875,0.373964,-3.010647,-0.2439375
000502,2018,0.461647,1.193459,1.90018,0.2308235
000502,2019,-0.044718,1.972263,-1.129079,-0.022359
000502,2020,-0.098035,1.523795,-0.910924,-0.0490175
000502,2021,-0.120824,0.482379,-0.187822,-0.060412
000502,2022,-0.179321,0.930767,-0.415624,-0.0896605
000502,2023,-0.139703,0.995194,0.460676,-0.0698515
000503,2015,0.017168,8.088033,-0.501288,0.008584
000503,2016,0.020026,11.781598,0.358634,0.010013
000503,2017,0.011797,11.417023,-1.022875,0.0058985
000503,2018,-0.143424,11.787806,-628.625309,-0.071712
000503,2019,0.014306,9.16098,1.082101,0.007153
000503,2020,-0.222131,1.493314,-16.706195,-0.1110655
000503,2021,-0.201312,1.877422,0.272127,-0.100656
000503,2022,-0.112856,1.518237,0.523129,-0.056428
000503,2023,-0.074865,2.608301,0.047429,-0.0374325
000504,2017,-2.481632,0.661063,-2.254411,-1.240816
000504,2018,-4.889838,0.265473,-0.049678,-2.444919
000504,2019,4.607378,0.46383,1.48014,2.303689
000504,2020,0.362565,0.160278,-0.198904,0.1812825
000504,2021,-0.885278,0.290181,-3.261701,-0.442639
000504,2022,-0.834864,0.482989,0.100892,-0.417432
000504,2023,-0.208137,1.095343,-0.58793,-0.1040685
000505,2017,0.119647,0.305626,-0.334071,0.0598235
000505,2018,0.076801,0.483399,0.011643,0.0384005
000505,2019,0.057002,0.264044,-0.153879,0.028501
000505,2020,0.072254,0.136545,0.227198,0.036127
000505,2021,0.072679,0.215087,0.091273,0.0363395
000505,2022,0.047315,0.282505,-0.313427,0.0236575
000505,2023,0.032861,0.758738,-0.370155,0.0164305
600004,2015,0.138754,0.563895,0.11904,0.069377
600004,2016,0.137068,0.379588,0.076267,0.068534
600004,2017,0.123834,0.527136,0.150367,0.061917
600004,2018,0.073749,0.233683,-0.274359,0.0368745
600004,2019,0.062678,0.174924,-0.090639,0.031339
600004,2020,-0.014079,0.3739,-1.20513,-0.0070395
600004,2021,-0.021602,0.259414,-0.661735,-0.010801
600004,2022,-0.060343,0.322005,-1.832829,-0.0301715
600004,2023,0.025409,0.428106,1.440564,0.0127045
600006,2015,0.055184,0.35381,0.625198,0.027592
600006,2016,0.033939,0.270116,-0.754936,0.0169695
600006,2017,0.030395,0.328854,-2.231544,0.0151975
600006,2018,0.08002,0.218979,7.34981,0.04001
600006,2019,0.060809,0.341795,-0.246555,0.0304045
600006,2020,0.072717,0.491162,0.33687,0.0363585
600006,2021,0.046945,0.614916,-0.308728,0.0234725
600006,2022,0.035158,0.800132,-0.228576,0.017579
600006,2023,0.024239,0.690396,-0.311697,0.0121195
600007,2015,0.115432,0.2826,0.169733,0.057716
600007,2016,0.116478,0.164865,0.093355,0.058239
600007,2017,0.100744,0.38327,-0.074701,0.050372
600007,2018,0.115729,0.272681,0.220064,0.0578645
600007,2019,0.134218,0.773846,0.254822,0.067109
600007,2020,0.105936,1.297569,-0.151017,0.052968
600007,2021,0.123,1.550808,0.240246,0.0615
600007,2022,0.125524,2.23702,0.090032,0.062762
600007,2023,0.133633,1.99024,0.128263,0.0668165
600008,2015,0.072549,0.34115,-0.200729,0.0362745
600008,2016,0.066859,0.297809,-0.078715,0.0334295
600008,2017,0.055093,0.222945,0.086615,0.0275465
600008,2018,0.04789,0.35499,0.161606,0.023945
600008,2019,0.049291,0.206397,0.338263,0.0246455
600008,2020,0.06222,0.28648,0.467613,0.03111
600008,2021,0.085774,0.274381,0.624302,0.042887
600008,2022,0.11527,0.210088,0.627796,0.057635
600008,2023,0.056931,0.186029,-0.523184,0.0284655
600009,2015,0.130546,4.269722,0.19289,0.065273
600009,2016,0.13167,2.308437,0.104852,0.065835
600009,2017,0.155323,4.258391,0.300643,0.0776615
600009,2018,0.158545,3.833223,0.14884,0.0792725
600009,2019,0.166977,2.197227,0.187185,0.0834885
600009,2020,-0.04138,2.114869,-1.222128,-0.02069
600009,2021,-0.060329,1.247701,-0.388266,-0.0301645
600009,2022,-0.089252,1.571734,-1.079867,-0.044626
600009,2023,0.023308,1.556369,1.426204,0.011654
600010,2015,-0.100112,0.12232,-3.833047,-0.050056
600010,2016,0.001803,0.072734,1.02578,0.0009015
600010,2017,0.042689,0.131255,23.090349,0.0213445
600010,2018,0.065297,0.14696,0.623461,0.0326485
600010,2019,0.012701,0.172985,-0.731475,0.0063505
600010,2020,0.007696,0.151928,-0.259944,0.003848
600010,2021,0.053053,0.167783,3.787299,0.0265265
600010,2022,-0.013556,0.164549,-1.456168,-0.006778
600010,2023,0.009885,0.132344,1.020547,0.0049425
600011,2015,0.185537,0.062546,0.142592,0.0927685
600011,2016,0.109542,0.060537,-0.385389,0.054771
600011,2017,0.022835,0.06005,-0.838296,0.0114175
600011,2018,0.018126,0.114559,0.207907,0.009063
600011,2019,0.018554,0.093956,-0.012251,0.009277
600011,2020,0.041451,0.090047,1.559832,0.0207255
600011,2021,-0.090453,0.087717,-3.221958,-0.0452265
600011,2022,-0.069106,0.100247,0.187775,-0.034553
600011,2023,0.070183,0.102743,1.900602,0.0350915
600012,2015,0.119333,0.847265,0.11502,0.0596665
600012,2016,0.111132,2.125257,-0.060384,0.055566
600012,2017,0.12087,1.506349,0.194254,0.060435
600012,2018,0.115485,1.755793,0.010148,0.0577425
600012,2019,0.105493,1.004872,-0.034138,0.0527465
600012,2020,0.083443,1.078817,-0.182452,0.0417215
600012,2021,0.133608,1.543934,0.892087,0.066804
600012,2022,0.123962,3.433099,-0.084974,0.061981
600012,2023,0.135054,2.702808,0.186963,0.067527
600017,2015,0.030719,0.227929,-0.484273,0.0153595
600017,2016,0.017262,0.182512,-0.3858,0.008631
600017,2017,0.035243,0.185966,0.958989,0.0176215
600017,2018,0.058893,0.197338,0.643993,0.0294465
600017,2019,0.054777,0.187679,-0.028254,0.0273885
600017,2020,0.052699,0.162044,0.026847,0.0263495
600017,2021,0.057691,0.142363,0.118118,0.0288455
600017,2022,0.047327,0.148468,-0.10853,0.0236635
600017,2023,0.047677,0.147643,-0.069444,0.0238385
600018,2015,0.114958,0.623205,0.002227,0.057479
600018,2016,0.115332,0.360796,0.028305,0.057666
600018,2017,0.177196,0.532203,0.588349,0.088598
600018,2018,0.141647,0.923627,-0.106986,0.0708235
600018,2019,0.115,1.042117,-0.134778,0.0575
600018,2020,0.097976,0.929337,-0.074799,0.048988
600018,2021,0.156769,0.977444,0.685728,0.0783845
600018,2022,0.162399,1.037884,0.15693,0.0811995
600018,2023,0.112127,1.564327,-0.217884,0.0560635
600019,2015,0.008922,0.085096,-0.88276,0.004461
600019,2016,0.076606,0.087387,13.258437,0.038303
600019,2017,0.1342,0.109416,1.184714,0.0671
600019,2018,0.12641,0.142414,0.14091,0.063205
600019,2019,0.070026,0.101359,-0.415516,0.035013
600019,2020,0.069955,0.130833,0.008162,0.0349775
600019,2021,0.125935,0.171501,0.882485,0.0629675
600019,2022,0.063217,0.186994,-0.469707,0.0316085
600019,2023,0.060484,0.22792,-0.020529,0.030242
600020,2015,0.115392,0.265594,0.242903,0.057696
600020,2016,0.061402,0.127069,-0.348821,0.030701
600020,2017,0.09191,0.159413,0.586627,0.045955
600020,2018,0.065524,0.236776,-0.311499,0.032762
600020,2019,0.12569,0.096479,0.82659,0.062845
600020,2020,0.020204,0.081554,-0.832774,0.010102
600020,2021,0.06137,0.171896,2.028381,0.030685
600020,2022,0.011265,0.100648,-0.812248,0.0056325
600020,2023,0.060566,0.06238,4.951,0.030283
600021,2015,0.133134,0.334076,0.142102,0.066567
600021,2016,0.089206,0.19547,-0.258421,0.044603
600021,2017,0.080563,0.139322,-0.218346,0.0402815
600021,2018,0.193301,0.111358,1.259897,0.0966505
600021,2019,0.055056,0.144092,-0.406224,0.027528
600021,2020,0.045991,0.132378,-0.052789,0.0229955
600021,2021,-0.101671,0.10958,-1.879135,-0.0508355
600021,2022,0.016485,0.174333,2.032132,0.0082425
600021,2023,0.064922,0.141586,1.221975,0.032461
600022,2015,0.005378,0.446045,1.06366,0.002689
600022,2016,-0.036753,0.34077,-6.309779,-0.0183765
600022,2017,0.112851,0.324169,4.644314,0.0564255
600022,2018,0.110149,0.301728,0.192743,0.0550745
600022,2019,0.028306,0.205343,-0.61274,0.014153
600022,2020,0.03451,0.224931,0.744153,0.017255
600022,2021,0.057045,0.28764,0.874885,0.0285225
600022,2022,0.025369,0.273573,-0.521391,0.0126845
600022,2023,-0.018599,0.214843,-1.049869,-0.0092995
600023,2015,0.140809,0.767027,0.1876,0.0704045
600023,2016,0.110225,1.014909,-0.143798,0.0551125
600023,2017,0.072815,0.700308,-0.334227,0.0364075
600023,2018,0.066174,0.718032,-0.087775,0.033087
600023,2019,0.068494,1.152216,0.133775,0.034247
600023,2020,0.092206,1.111935,0.359933,0.046103
600023,2021,-0.012979,0.48268,-1.299772,-0.0064895
600023,2022,-0.029109,0.494342,-0.817678,-0.0145545
600023,2023,0.101326,0.604036,3.193014,0.050663
600025,2017,0.059909,0.043586,2.235825,0.0299545
600025,2018,0.138695,0.034625,1.551885,0.0693475
600025,2019,0.111719,0.083929,-0.018813,0.0558595
600025,2020,0.082914,0.070571,-0.11004,0.041457
600025,2021,0.092675,0.066729,0.188788,0.0463375
600025,2022,0.102966,0.086809,0.158496,0.051483
600025,2023,0.113096,0.060619,0.035241,0.056548
600026,2015,0.016399,0.208142,0.146436,0.0081995
600026,2016,0.072397,0.879667,0.58898,0.0361985
600026,2017,0.063844,0.567771,-0.038634,0.031922
600026,2018,0.003747,0.318776,-0.828197,0.0018735
600026,2019,0.015328,0.317485,1.128567,0.007664
600026,2020,0.075622,0.492349,2.804351,0.037811
600026,2021,-0.157418,0.26426,-2.775803,-0.078709
600026,2022,0.048447,0.400369,1.383241,0.0242235
600026,2023,0.101591,0.644944,1.051055,0.0507955
600027,2015,0.207877,0.142748,0.243296,0.1039385
600027,2016,0.078704,0.087166,-0.558603,0.039352
600027,2017,0.010195,0.093158,-0.832265,0.0050975
600027,2018,0.036153,0.088412,1.927869,0.0180765
600027,2019,0.060012,0.097853,0.922851,0.030006
600027,2020,0.062567,0.112957,0.301493,0.0312835
600027,2021,-0.074155,0.092755,-2.085195,-0.0370775
600027,2022,0.001645,0.099576,0.905872,0.0008225
600027,2023,0.069964,0.08632,8.735661,0.034982
600028,2015,0.050726,0.148186,-0.11376,0.025363
600028,2016,0.066901,0.29348,0.360856,0.0334505
600028,2017,0.071024,0.284762,0.188001,0.035512
600028,2018,0.087284,0.341086,0.142189,0.043642
600028,2019,0.079026,0.221951,-0.10172,0.039513
600028,2020,0.044443,0.353151,-0.421521,0.0222215
600028,2021,0.093845,0.346165,1.019859,0.0469225
600028,2022,0.084966,0.217347,-0.109044,0.042483
600028,2023,0.075989,0.254936,-0.085728,0.0379945
600029,2015,0.103355,0.083069,1.062035,0.0516775
600029,2016,0.123072,0.071469,0.171275,0.061536
600029,2017,0.127491,0.104201,0.160299,0.0637455
600029,2018,0.052061,0.092583,-0.494219,0.0260305
600029,2019,0.041144,0.020882,-0.104456,0.020572
600029,2020,-0.162782,0.269886,-4.819063,-0.081391
600029,2021,-0.176735,0.196783,0.068443,-0.0883675
600029,2022,-0.601474,0.143081,-2.060394,-0.300737
600029,2023,-0.108144,0.101062,0.908541,-0.054072
600031,2015,0.005966,0.246039,-0.817255,0.002983
600031,2016,0.008965,0.312687,35.190676,0.0044825
600031,2017,0.086788,0.178555,12.596451,0.043394
600031,2018,0.214672,0.399046,1.830376,0.107336
600031,2019,0.295278,0.32093,0.823506,0.147639
600031,2020,0.305624,0.202999,0.36486,0.152812
600031,2021,0.200134,0.481591,-0.223089,0.100067
600031,2022,0.066422,0.534665,-0.64265,0.033211
600031,2023,0.06808,0.531485,0.041606,0.03404
600033,2015,0.069619,0.429555,-0.076798,0.0348095
600033,2016,0.081372,0.405419,0.214752,0.040686
600033,2017,0.07658,0.204026,-0.026729,0.03829
600033,2018,0.082493,0.618492,0.109964,0.0412465
600033,2019,0.088971,0.347481,0.12783,0.0444855
600033,2020,0.046653,0.232894,-0.464865,0.0233265
600033,2021,0.081508,0.193674,0.82814,0.040754
600033,2022,0.079068,0.57256,0.001233,0.039534
600033,2023,0.082324,1.04916,0.082885,0.041162
600035,2015,0.110315,0.361175,0.532172,0.0551575
600035,2016,0.093031,0.420563,-0.092121,0.0465155
600035,2017,0.111361,0.349749,0.47801,0.0556805
600035,2018,0.072647,0.39214,-0.229428,0.0363235
600035,2019,0.099813,0.262162,0.438278,0.0499065
600035,2020,0.050258,0.191403,-0.457734,0.025129
600035,2021,0.110824,0.216718,1.248849,0.055412
600035,2022,0.099756,0.562156,-0.033707,0.049878
600035,2023,0.120172,0.300806,0.287275,0.060086
600037,2015,0.075509,5.460896,0.182588,0.0377545
600037,2016,0.059884,4.078369,0.077981,0.029942
600037,2017,0.05977,5.815793,0.04953,0.029885
600037,2018,0.05375,4.641907,-0.088123,0.026875
600037,2019,0.043956,4.557659,-0.161774,0.021978
600037,2020,0.012557,3.729749,-0.718312,0.0062785
600037,2021,0.016377,4.316629,0.274195,0.0081885
600037,2022,0.025787,4.437057,0.600736,0.0128935
600037,2023,-0.0133,4.120042,-1.519504,-0.00665
600038,2015,0.068706,0.242479,0.317945,0.034353
600038,2016,0.065511,0.216352,0.005034,0.0327555
600038,2017,0.064695,0.24818,0.035936,0.0323475
600038,2018,0.068332,0.275887,0.120705,0.034166
600038,2019,0.074023,0.252547,0.152768,0.0370115
600038,2020,0.088919,0.186017,0.28831,0.0444595
600038,2021,0.098764,0.218548,0.205268,0.049382
600038,2022,0.03995,0.127013,-0.576129,0.019975
600038,2023,0.044809,0.207176,-0.105823,0.0224045
600039,2015,0.127393,0.225497,0.104072,0.0636965
600039,2016,0.114328,0.234639,0.067172,0.057164
600039,2017,0.09359,0.285029,-0.008315,0.046795
600039,2018,0.086496,0.266621,0.069977,0.043248
600039,2019,0.115012,0.232121,0.406551,0.057506
600039,2020,0.158343,0.271698,0.794013,0.0791715
600039,2021,0.224344,0.197764,0.875853,0.112172
600039,2022,0.325278,0.290011,0.653088,0.162639
